customer_id,customer_name,customer_tier,region,channel_preference,payment_terms,account_manager
CUST01263,Tucker Trading,SMB,Western Cape,Distributor,COD,T. Mokoena
CUST01264,Woods-Andrews,Enterprise,Eastern Cape,Distributor,Net 30,A. Petersen
CUST01265,Martin Trading,Mid-Market,Gauteng,Retail,Net 60,T. Mokoena
CUST01266,Rhodes and Sons,Key Account,Eastern Cape,Ecommerce,Net 30,T. Mokoena
CUST01267,Jones Trading,SMB,Gauteng,Ecommerce,Net 60,L. van Wyk
CUST01268,Carpenter Trading,SMB,Limpopo,Wholesale,Net 60,S. Naidoo
CUST01269,Pearson Trading,SMB,Limpopo,Wholesale,Net 30,A. Petersen
CUST01270,Powers Trading,SMB,Gauteng,Retail,COD,L. van Wyk
CUST01271,Davis Trading,SMB,Gauteng,Distributor,Net 30,S. Naidoo
CUST01272,Webb Trading,Mid-Market,KwaZulu-Natal,Wholesale,COD,N. Dlamini
CUST01273,Gomez Trading,Mid-Market,Gauteng,Wholesale,Net 60,N. Dlamini
CUST01274,Casey Trading,Mid-Market,Gauteng,Retail,Net 60,S. Naidoo
CUST01275,Herring Trading,SMB,Limpopo,Wholesale,COD,S. Naidoo
CUST01276,Christensen Trading,SMB,Eastern Cape,Retail,Net 45,T. Mokoena
CUST01277,Cruz Trading,Mid-Market,Limpopo,Ecommerce,Net 30,S. Naidoo
CUST01278,Gomez Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,L. van Wyk
CUST01279,Rivera Trading,SMB,Gauteng,Ecommerce,Net 30,S. Naidoo
CUST01280,Miller Trading,SMB,Eastern Cape,Wholesale,Net 60,L. van Wyk
CUST01281,Rhodes Trading,SMB,Eastern Cape,Retail,Net 15,A. Petersen
CUST01282,Fry Trading,Mid-Market,Western Cape,Retail,Net 45,T. Mokoena
CUST01283,Porter Trading,SMB,Gauteng,Retail,Net 60,T. Mokoena
CUST01284,Wilson Trading,Mid-Market,Gauteng,Distributor,Net 15,N. Dlamini
CUST01285,Bridges PLC,Enterprise,Limpopo,Distributor,Net 30,S. Naidoo
CUST01286,Lawrence Trading,Mid-Market,Eastern Cape,Retail,Net 60,L. van Wyk
CUST01287,Baxter Trading,SMB,Eastern Cape,Retail,Net 60,S. Naidoo
CUST01288,Mcdonald Trading,SMB,Limpopo,Distributor,COD,A. Petersen
CUST01289,Sellers Trading,SMB,KwaZulu-Natal,Ecommerce,Net 30,L. van Wyk
CUST01290,Roman Trading,SMB,Limpopo,Retail,Net 30,A. Petersen
CUST01291,"Martinez, Lang and Ortega",Enterprise,KwaZulu-Natal,Retail,Net 45,T. Mokoena
CUST01292,Young Trading,Mid-Market,Western Cape,Retail,Net 45,S. Naidoo
CUST01293,Gillespie Trading,SMB,Eastern Cape,Retail,Net 30,L. van Wyk
CUST01294,Marquez Trading,SMB,Limpopo,Distributor,Net 15,S. Naidoo
CUST01295,Walton Trading,SMB,Gauteng,Wholesale,Net 45,L. van Wyk
CUST01296,Fox Trading,SMB,Free State,Ecommerce,Net 45,A. Petersen
CUST01297,Nunez-Livingston,Key Account,Eastern Cape,Retail,COD,T. Mokoena
CUST01298,Phillips Trading,SMB,Limpopo,Retail,Net 45,N. Dlamini
CUST01299,Roach Trading,SMB,Limpopo,Distributor,Net 60,S. Naidoo
CUST01300,Rogers Trading,Mid-Market,Western Cape,Retail,COD,S. Naidoo
CUST01301,Davidson Trading,SMB,Gauteng,Distributor,Net 60,N. Dlamini
CUST01302,Roberson Trading,SMB,Limpopo,Wholesale,COD,S. Naidoo
CUST01303,Torres Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,A. Petersen
CUST01304,Figueroa Trading,SMB,Free State,Retail,COD,N. Dlamini
CUST01305,Carr Trading,SMB,Free State,Wholesale,COD,S. Naidoo
CUST01306,Rivas Trading,SMB,Limpopo,Distributor,Net 30,N. Dlamini
CUST01307,Blevins and Sons,Key Account,Free State,Wholesale,Net 30,S. Naidoo
CUST01308,Hardy Trading,Mid-Market,Free State,Wholesale,Net 30,N. Dlamini
CUST01309,Jefferson Trading,SMB,Western Cape,Distributor,Net 15,T. Mokoena
CUST01310,Cortez Trading,Mid-Market,Eastern Cape,Wholesale,Net 60,N. Dlamini
CUST01311,Gallegos Trading,SMB,Limpopo,Distributor,Net 15,N. Dlamini
CUST01312,Carlson LLC,Enterprise,Gauteng,Retail,COD,S. Naidoo
CUST01313,Johnson and Sons,Enterprise,Limpopo,Ecommerce,Net 45,L. van Wyk
CUST01314,Huynh Trading,Mid-Market,Western Cape,Wholesale,Net 30,A. Petersen
CUST01315,Everett Trading,SMB,Western Cape,Wholesale,Net 60,N. Dlamini
CUST01316,Brady Trading,Mid-Market,Limpopo,Distributor,Net 60,N. Dlamini
CUST01317,Roberts Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 45,N. Dlamini
CUST01318,Burgess Trading,Mid-Market,Western Cape,Retail,Net 60,N. Dlamini
CUST01319,Bradford Trading,Mid-Market,Free State,Wholesale,Net 45,S. Naidoo
CUST01320,Kaufman Trading,SMB,Western Cape,Retail,Net 15,L. van Wyk
CUST01321,Tran Trading,SMB,Western Cape,Retail,COD,T. Mokoena
CUST01322,Hampton Trading,SMB,Eastern Cape,Ecommerce,Net 30,A. Petersen
CUST01323,"Sparks, Garza and Ingram",Enterprise,Eastern Cape,Retail,COD,N. Dlamini
CUST01324,Harris-White,Enterprise,Western Cape,Wholesale,COD,L. van Wyk
CUST01325,King Trading,SMB,Gauteng,Wholesale,Net 45,A. Petersen
CUST01326,Greene Trading,Mid-Market,Eastern Cape,Wholesale,Net 30,S. Naidoo
CUST01327,Rhodes Trading,Mid-Market,KwaZulu-Natal,Wholesale,COD,S. Naidoo
CUST01328,Hurst Trading,Mid-Market,Western Cape,Distributor,Net 15,N. Dlamini
CUST01329,Mullins Trading,SMB,Eastern Cape,Retail,Net 45,S. Naidoo
CUST01330,Stewart Trading,SMB,Free State,Distributor,Net 15,L. van Wyk
CUST01331,Perry Trading,SMB,Eastern Cape,Wholesale,Net 30,T. Mokoena
CUST01332,Jones Trading,SMB,Western Cape,Retail,Net 60,N. Dlamini
CUST01333,Gonzalez Trading,SMB,Gauteng,Distributor,Net 45,L. van Wyk
CUST01334,Ryan Trading,SMB,KwaZulu-Natal,Wholesale,Net 30,A. Petersen
CUST01335,Simmons Trading,SMB,Limpopo,Wholesale,Net 60,A. Petersen
CUST01336,Hamilton-Hahn,Enterprise,Gauteng,Distributor,Net 60,L. van Wyk
CUST01337,"Lopez, Kirk and Wright",Enterprise,Western Cape,Distributor,Net 45,T. Mokoena
CUST01338,Cobb Trading,SMB,Eastern Cape,Wholesale,Net 15,T. Mokoena
CUST01339,Davis Trading,SMB,Western Cape,Wholesale,Net 60,N. Dlamini
CUST01340,Buck Trading,SMB,Gauteng,Retail,Net 45,A. Petersen
CUST01341,Nguyen Trading,SMB,Free State,Distributor,Net 45,N. Dlamini
CUST01342,Ellis Trading,SMB,Western Cape,Retail,Net 60,N. Dlamini
CUST01343,Barton Trading,Mid-Market,Eastern Cape,Wholesale,Net 15,T. Mokoena
CUST01344,Frederick Trading,SMB,Limpopo,Retail,COD,L. van Wyk
CUST01345,Curry Trading,Mid-Market,Western Cape,Distributor,Net 60,A. Petersen
CUST01346,Gonzalez Trading,SMB,Eastern Cape,Distributor,Net 15,L. van Wyk
CUST01347,Garcia Trading,SMB,KwaZulu-Natal,Distributor,COD,N. Dlamini
CUST01348,Walker Trading,SMB,Limpopo,Ecommerce,Net 60,N. Dlamini
CUST01349,Taylor Trading,SMB,KwaZulu-Natal,Wholesale,COD,A. Petersen
CUST01350,"Smith, Barber and Rodriguez",Enterprise,Limpopo,Retail,Net 60,T. Mokoena
CUST01351,Vaughan-Martin,Enterprise,Gauteng,Distributor,Net 30,L. van Wyk
CUST01352,Brock Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 15,A. Petersen
CUST01353,Jackson Trading,Mid-Market,Free State,Wholesale,Net 15,T. Mokoena
CUST01354,Parrish Trading,SMB,Gauteng,Distributor,Net 60,S. Naidoo
CUST01355,Vincent Trading,Mid-Market,Western Cape,Ecommerce,Net 30,T. Mokoena
CUST01356,Ball Trading,SMB,Eastern Cape,Ecommerce,COD,N. Dlamini
CUST01357,Parker Trading,SMB,Eastern Cape,Distributor,Net 60,A. Petersen
CUST01358,"Gonzalez, Mcpherson and Johnson",Enterprise,Eastern Cape,Ecommerce,Net 45,A. Petersen
CUST01359,Ramos Trading,SMB,Limpopo,Retail,Net 15,L. van Wyk
CUST01360,Harrison Trading,SMB,Eastern Cape,Wholesale,Net 30,N. Dlamini
CUST01361,Kim Trading,SMB,KwaZulu-Natal,Retail,Net 15,L. van Wyk
CUST01362,Clay Trading,SMB,Western Cape,Retail,Net 30,L. van Wyk
CUST01363,Lara PLC,Key Account,Free State,Wholesale,Net 45,T. Mokoena
CUST01364,Ramirez Trading,SMB,Limpopo,Retail,Net 30,S. Naidoo
CUST01365,Whitehead Trading,SMB,Western Cape,Ecommerce,Net 45,A. Petersen
CUST01366,Moore Trading,SMB,Limpopo,Ecommerce,Net 45,A. Petersen
CUST01367,Smith Trading,Mid-Market,Free State,Distributor,Net 45,T. Mokoena
CUST01368,Anderson Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 30,S. Naidoo
CUST01369,Perry Trading,SMB,KwaZulu-Natal,Retail,Net 15,T. Mokoena
CUST01370,Burton Trading,SMB,Western Cape,Wholesale,Net 60,T. Mokoena
CUST01371,White Trading,SMB,Western Cape,Wholesale,Net 15,S. Naidoo
CUST01372,Guerrero Trading,SMB,KwaZulu-Natal,Wholesale,Net 45,T. Mokoena
CUST01373,Hamilton Trading,SMB,Western Cape,Retail,Net 30,T. Mokoena
CUST01374,Powell Trading,SMB,Eastern Cape,Wholesale,Net 60,T. Mokoena
CUST01375,Johnson Trading,SMB,Gauteng,Distributor,Net 45,S. Naidoo
CUST01376,"Mccann, Rodriguez and Mann",Enterprise,KwaZulu-Natal,Wholesale,COD,A. Petersen
CUST01377,"Lawrence, Ellis and Torres",Key Account,KwaZulu-Natal,Ecommerce,Net 45,T. Mokoena
CUST01378,"Nelson, Mills and Wagner",Key Account,Free State,Wholesale,Net 60,L. van Wyk
CUST01379,Nolan Trading,SMB,Gauteng,Distributor,COD,S. Naidoo
CUST01380,Ballard Trading,Mid-Market,Gauteng,Ecommerce,COD,L. van Wyk
CUST01381,Luna Trading,Mid-Market,Western Cape,Distributor,Net 30,N. Dlamini
CUST01382,Lewis Trading,SMB,Free State,Wholesale,Net 60,A. Petersen
CUST01383,Villanueva Trading,SMB,KwaZulu-Natal,Wholesale,COD,N. Dlamini
CUST01384,Carpenter Trading,SMB,Eastern Cape,Retail,Net 60,L. van Wyk
CUST01385,King Trading,SMB,KwaZulu-Natal,Retail,Net 30,L. van Wyk
CUST01386,Scott Trading,SMB,Eastern Cape,Ecommerce,Net 45,T. Mokoena
CUST01387,Cline Trading,SMB,KwaZulu-Natal,Ecommerce,Net 30,L. van Wyk
CUST01388,"Fisher, Smith and Black",Enterprise,Gauteng,Wholesale,Net 45,L. van Wyk
CUST01389,"Burton, Castaneda and Stewart",Enterprise,KwaZulu-Natal,Wholesale,Net 45,L. van Wyk
CUST01390,Ford Trading,SMB,Free State,Retail,Net 15,S. Naidoo
CUST01391,Clark Trading,SMB,Free State,Ecommerce,COD,A. Petersen
CUST01392,Cox Trading,Mid-Market,Gauteng,Retail,Net 45,T. Mokoena
CUST01393,Richardson Trading,SMB,Free State,Distributor,Net 60,S. Naidoo
CUST01394,Anderson Trading,SMB,Eastern Cape,Ecommerce,Net 60,L. van Wyk
CUST01395,Wolf Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,A. Petersen
CUST01396,Roth Trading,Mid-Market,Western Cape,Retail,COD,S. Naidoo
CUST01397,Mcconnell Trading,SMB,Limpopo,Distributor,COD,T. Mokoena
CUST01398,James Trading,SMB,Eastern Cape,Wholesale,COD,N. Dlamini
CUST01399,Taylor Trading,Mid-Market,Eastern Cape,Retail,Net 60,T. Mokoena
CUST01400,Boyd Trading,Mid-Market,Free State,Distributor,Net 30,L. van Wyk
CUST01401,Freeman Group,Key Account,Gauteng,Ecommerce,Net 60,A. Petersen
CUST01402,Carr Trading,SMB,KwaZulu-Natal,Wholesale,Net 60,N. Dlamini
CUST01403,Smith Trading,SMB,Eastern Cape,Wholesale,Net 30,S. Naidoo
CUST01404,Khan Trading,SMB,KwaZulu-Natal,Distributor,Net 30,N. Dlamini
CUST01405,Shepherd Trading,SMB,Free State,Retail,Net 60,S. Naidoo
CUST01406,Woods Trading,Mid-Market,Western Cape,Retail,Net 60,S. Naidoo
CUST01407,Petty Trading,SMB,KwaZulu-Natal,Ecommerce,Net 30,T. Mokoena
CUST01408,Mclean Trading,SMB,Free State,Ecommerce,Net 15,N. Dlamini
CUST01409,Rocha Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,L. van Wyk
CUST01410,Chavez Trading,SMB,Western Cape,Retail,Net 15,S. Naidoo
CUST01411,Wilson Trading,SMB,Western Cape,Retail,Net 45,L. van Wyk
CUST01412,"Rosales, Hays and Khan",Enterprise,Gauteng,Wholesale,COD,L. van Wyk
CUST01413,Cruz Trading,SMB,Limpopo,Ecommerce,Net 15,L. van Wyk
CUST01414,Schmitt PLC,Enterprise,Free State,Ecommerce,Net 15,T. Mokoena
CUST01415,Wilkins Trading,SMB,Gauteng,Wholesale,Net 15,S. Naidoo
CUST01416,Chambers Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 15,S. Naidoo
CUST01417,Mckenzie Ltd,Key Account,Eastern Cape,Retail,COD,N. Dlamini
CUST01418,Lynn Trading,Mid-Market,Eastern Cape,Retail,Net 15,N. Dlamini
CUST01419,Garcia Trading,SMB,Limpopo,Retail,Net 45,N. Dlamini
CUST01420,"Fox, Doyle and Peterson",Enterprise,Gauteng,Retail,Net 30,N. Dlamini
CUST01421,Davis Trading,Mid-Market,Gauteng,Wholesale,Net 60,S. Naidoo
CUST01422,Barber Trading,SMB,KwaZulu-Natal,Retail,COD,S. Naidoo
CUST01423,Shea-Silva,Enterprise,KwaZulu-Natal,Ecommerce,Net 30,S. Naidoo
CUST01424,Gutierrez-Patel,Enterprise,Limpopo,Wholesale,Net 60,A. Petersen
CUST01425,Curtis Trading,SMB,Free State,Retail,Net 60,S. Naidoo
CUST01426,Harris Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 60,N. Dlamini
CUST01427,"Becker, Burke and Rogers",Key Account,Gauteng,Wholesale,Net 60,L. van Wyk
CUST01428,Mays Trading,SMB,Free State,Wholesale,Net 45,N. Dlamini
CUST01429,Ochoa Trading,SMB,KwaZulu-Natal,Distributor,Net 45,S. Naidoo
CUST01430,Wood Trading,SMB,Eastern Cape,Retail,Net 30,N. Dlamini
CUST01431,Santiago Trading,SMB,Free State,Wholesale,Net 45,T. Mokoena
CUST01432,Blair Trading,Mid-Market,Free State,Retail,COD,T. Mokoena
CUST01433,Hendricks Trading,SMB,Eastern Cape,Ecommerce,Net 45,A. Petersen
CUST01434,Green Trading,Mid-Market,Limpopo,Distributor,Net 15,A. Petersen
CUST01435,Todd Trading,SMB,Eastern Cape,Wholesale,COD,L. van Wyk
CUST01436,Cook-Shaw,Enterprise,KwaZulu-Natal,Wholesale,COD,L. van Wyk
CUST01437,Williams Trading,Mid-Market,Eastern Cape,Distributor,Net 60,N. Dlamini
CUST01438,Ochoa Trading,SMB,Eastern Cape,Distributor,Net 60,N. Dlamini
CUST01439,Adams Trading,Mid-Market,Western Cape,Retail,Net 30,S. Naidoo
CUST01440,Campbell Trading,SMB,Free State,Distributor,COD,S. Naidoo
CUST01441,Smith Group,Enterprise,Limpopo,Distributor,Net 30,A. Petersen
CUST01442,Carpenter Trading,Mid-Market,Limpopo,Distributor,Net 30,L. van Wyk
CUST01443,Richardson Trading,Mid-Market,Eastern Cape,Distributor,Net 60,T. Mokoena
CUST01444,Ramos Trading,SMB,Eastern Cape,Retail,COD,T. Mokoena
CUST01445,Henderson Trading,SMB,Western Cape,Wholesale,COD,N. Dlamini
CUST01446,Castillo Trading,Mid-Market,Gauteng,Distributor,COD,S. Naidoo
CUST01447,Crawford Trading,SMB,Limpopo,Ecommerce,Net 15,T. Mokoena
CUST01448,Velasquez Trading,Mid-Market,Gauteng,Retail,Net 60,L. van Wyk
CUST01449,Morrow Trading,Mid-Market,Western Cape,Ecommerce,Net 45,L. van Wyk
CUST01450,Montoya Trading,SMB,Free State,Ecommerce,Net 60,A. Petersen
CUST01451,Macias Trading,SMB,Gauteng,Distributor,COD,L. van Wyk
CUST01452,Smith Trading,SMB,Eastern Cape,Distributor,Net 45,N. Dlamini
CUST01453,Roberts Trading,SMB,Free State,Ecommerce,Net 15,L. van Wyk
CUST01454,Estrada Trading,SMB,KwaZulu-Natal,Distributor,Net 45,N. Dlamini
CUST01455,Mitchell Trading,Mid-Market,Eastern Cape,Distributor,Net 45,A. Petersen
CUST01456,Reed LLC,Enterprise,Free State,Retail,Net 45,T. Mokoena
CUST01457,Moss Trading,SMB,Eastern Cape,Ecommerce,Net 30,T. Mokoena
CUST01458,Martin Trading,SMB,Free State,Retail,Net 15,T. Mokoena
CUST01459,Zamora Trading,SMB,Limpopo,Retail,Net 30,L. van Wyk
CUST01460,Case Trading,SMB,KwaZulu-Natal,Ecommerce,Net 45,T. Mokoena
CUST01461,Hall Trading,SMB,Western Cape,Wholesale,Net 15,T. Mokoena
CUST01462,Bridges Trading,Mid-Market,Limpopo,Retail,Net 30,N. Dlamini
CUST01463,Cox Trading,SMB,Gauteng,Ecommerce,COD,L. van Wyk
CUST01464,Waters Trading,Mid-Market,Eastern Cape,Distributor,Net 30,N. Dlamini
CUST01465,Munoz Trading,Mid-Market,Free State,Retail,Net 30,L. van Wyk
CUST01466,Wilkerson Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,N. Dlamini
CUST01467,Alexander Trading,Mid-Market,Western Cape,Ecommerce,Net 45,A. Petersen
CUST01468,"Bauer, Price and Cain",Enterprise,Limpopo,Ecommerce,Net 15,A. Petersen
CUST01469,Grant Trading,SMB,Eastern Cape,Wholesale,Net 45,N. Dlamini
CUST01470,Anderson-Douglas,Enterprise,Free State,Wholesale,Net 30,T. Mokoena
CUST01471,Barrett Trading,SMB,Free State,Distributor,Net 15,A. Petersen
CUST01472,Mckenzie Trading,Mid-Market,Gauteng,Retail,Net 60,T. Mokoena
CUST01473,Key Trading,SMB,Free State,Distributor,Net 45,S. Naidoo
CUST01474,Olsen Trading,SMB,Gauteng,Ecommerce,Net 60,T. Mokoena
CUST01475,Daniels Trading,SMB,Free State,Ecommerce,Net 15,L. van Wyk
CUST01476,Butler Trading,SMB,Free State,Distributor,Net 60,S. Naidoo
CUST01477,Krueger-Miller,Enterprise,Limpopo,Wholesale,Net 60,L. van Wyk
CUST01478,Hall Trading,SMB,Limpopo,Distributor,Net 30,A. Petersen
CUST01479,Serrano-Fuller,Enterprise,Eastern Cape,Retail,Net 60,S. Naidoo
CUST01480,Calderon Trading,SMB,Western Cape,Wholesale,Net 15,T. Mokoena
CUST01481,"Cook, Sandoval and Stanley",Enterprise,Eastern Cape,Ecommerce,COD,S. Naidoo
CUST01482,Wiley Group,Enterprise,KwaZulu-Natal,Ecommerce,Net 15,T. Mokoena
CUST01483,Wilson Trading,Mid-Market,Western Cape,Distributor,Net 15,N. Dlamini
CUST01484,Mcdonald Trading,SMB,Gauteng,Wholesale,Net 30,L. van Wyk
CUST01485,Myers Trading,SMB,Eastern Cape,Distributor,COD,S. Naidoo
CUST01486,Perez Trading,SMB,Western Cape,Retail,Net 30,T. Mokoena
CUST01487,Hart Trading,Mid-Market,Western Cape,Retail,Net 45,N. Dlamini
CUST01488,Fleming Trading,SMB,Gauteng,Ecommerce,Net 60,T. Mokoena
CUST01489,Hernandez Inc,Enterprise,Eastern Cape,Ecommerce,COD,L. van Wyk
CUST01490,Hill LLC,Enterprise,Limpopo,Wholesale,Net 15,N. Dlamini
CUST01491,Hudson Trading,Mid-Market,Free State,Retail,Net 60,A. Petersen
CUST01492,"Johnston, Harris and Mitchell",Enterprise,Free State,Ecommerce,Net 45,N. Dlamini
CUST01493,Collins Trading,SMB,Gauteng,Ecommerce,Net 30,A. Petersen
CUST01494,Rubio Trading,Mid-Market,Limpopo,Wholesale,Net 45,S. Naidoo
CUST01495,Kennedy Trading,SMB,Western Cape,Wholesale,Net 30,L. van Wyk
CUST01496,Roman Trading,SMB,Free State,Retail,Net 45,A. Petersen
CUST01497,Gutierrez Trading,SMB,Gauteng,Ecommerce,Net 60,L. van Wyk
CUST01498,Smith Trading,SMB,Western Cape,Ecommerce,Net 15,T. Mokoena
CUST01499,Ward Trading,SMB,KwaZulu-Natal,Ecommerce,COD,A. Petersen
CUST01500,Jones Trading,SMB,Limpopo,Retail,Net 15,T. Mokoena
CUST01501,Hoffman Trading,Mid-Market,KwaZulu-Natal,Ecommerce,COD,A. Petersen
CUST01502,"Richardson, May and Henson",Enterprise,Eastern Cape,Distributor,COD,L. van Wyk
CUST01503,Cole Inc,Enterprise,KwaZulu-Natal,Ecommerce,COD,S. Naidoo
CUST01504,Houston Trading,SMB,Western Cape,Distributor,Net 30,L. van Wyk
CUST01505,Mason Trading,Mid-Market,KwaZulu-Natal,Retail,Net 45,L. van Wyk
CUST01506,Valdez Trading,Mid-Market,KwaZulu-Natal,Distributor,COD,S. Naidoo
CUST01507,Barnes Trading,Mid-Market,Free State,Retail,Net 30,L. van Wyk
CUST01508,Roth Trading,Mid-Market,Free State,Ecommerce,Net 45,N. Dlamini
CUST01509,Rivera Trading,Mid-Market,Limpopo,Wholesale,Net 45,S. Naidoo
CUST01510,Johnson Trading,SMB,Western Cape,Ecommerce,Net 30,A. Petersen
CUST01511,Fisher Trading,SMB,Western Cape,Wholesale,Net 60,S. Naidoo
CUST01512,"Ryan, Walker and Beck",Enterprise,Limpopo,Distributor,Net 30,L. van Wyk
CUST01513,Padilla Trading,SMB,Limpopo,Wholesale,Net 30,S. Naidoo
CUST01514,Johnston Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 15,N. Dlamini
CUST01515,Stone Trading,SMB,Western Cape,Distributor,Net 45,A. Petersen
CUST01516,Mcintyre Trading,SMB,Gauteng,Wholesale,COD,L. van Wyk
CUST01517,Johnson Trading,SMB,Limpopo,Wholesale,COD,L. van Wyk
CUST01518,Davis Trading,Mid-Market,Free State,Ecommerce,Net 15,N. Dlamini
CUST01519,"Tran, Nichols and Mcmillan",Key Account,Western Cape,Retail,COD,A. Petersen
CUST01520,Walker Trading,SMB,Eastern Cape,Distributor,COD,S. Naidoo
CUST01521,Jones Trading,Mid-Market,Western Cape,Ecommerce,Net 30,L. van Wyk
CUST01522,Berry Trading,SMB,Eastern Cape,Wholesale,Net 60,S. Naidoo
CUST01523,"Cain, Burns and Schmidt",Key Account,KwaZulu-Natal,Wholesale,Net 45,S. Naidoo
CUST01524,Wilson Trading,SMB,Western Cape,Retail,Net 30,T. Mokoena
CUST01525,Pearson Trading,SMB,Eastern Cape,Wholesale,Net 30,A. Petersen
CUST01526,Castro Trading,Mid-Market,Eastern Cape,Retail,COD,L. van Wyk
CUST01527,Briggs Trading,SMB,KwaZulu-Natal,Distributor,Net 15,L. van Wyk
CUST01528,Collins Trading,Mid-Market,Limpopo,Ecommerce,COD,N. Dlamini
CUST01529,Roy Trading,Mid-Market,Gauteng,Ecommerce,Net 15,L. van Wyk
CUST01530,Rios-Sandoval,Enterprise,Free State,Retail,COD,T. Mokoena
CUST01531,White Trading,SMB,Eastern Cape,Ecommerce,Net 45,T. Mokoena
CUST01532,Thompson Trading,SMB,Free State,Retail,Net 60,S. Naidoo
CUST01533,Patel Trading,SMB,Free State,Distributor,Net 30,L. van Wyk
CUST01534,Morgan Trading,SMB,KwaZulu-Natal,Distributor,Net 15,T. Mokoena
CUST01535,Combs Trading,SMB,Gauteng,Wholesale,Net 45,T. Mokoena
CUST01536,Little Trading,Mid-Market,Eastern Cape,Ecommerce,Net 30,A. Petersen
CUST01537,"Reid, Reese and Parker",Enterprise,KwaZulu-Natal,Ecommerce,Net 45,S. Naidoo
CUST01538,Gonzalez Trading,SMB,Eastern Cape,Wholesale,Net 60,L. van Wyk
CUST01539,Lawson Trading,SMB,Western Cape,Retail,Net 15,S. Naidoo
CUST01540,Travis Trading,SMB,KwaZulu-Natal,Wholesale,Net 45,L. van Wyk
CUST01541,Alvarez Trading,SMB,Eastern Cape,Retail,Net 45,T. Mokoena
CUST01542,Beard Group,Key Account,Free State,Distributor,Net 45,L. van Wyk
CUST01543,Mercado Trading,SMB,Limpopo,Wholesale,COD,T. Mokoena
CUST01544,Patrick Trading,SMB,KwaZulu-Natal,Wholesale,Net 15,A. Petersen
CUST01545,Thompson LLC,Enterprise,Free State,Wholesale,Net 60,N. Dlamini
CUST01546,Hale Trading,SMB,Free State,Wholesale,Net 45,N. Dlamini
CUST01547,Smith Trading,SMB,Eastern Cape,Retail,Net 30,N. Dlamini
CUST01548,Rivers Trading,SMB,Limpopo,Retail,Net 45,T. Mokoena
CUST01549,Davis Trading,Mid-Market,Gauteng,Ecommerce,Net 15,N. Dlamini
CUST01550,Martinez Trading,SMB,Limpopo,Distributor,Net 45,T. Mokoena
CUST01551,Carpenter Trading,Mid-Market,Gauteng,Ecommerce,COD,A. Petersen
CUST01552,Johnson-Brown,Key Account,KwaZulu-Natal,Wholesale,Net 15,N. Dlamini
CUST01553,Orozco-Williams,Enterprise,KwaZulu-Natal,Ecommerce,COD,N. Dlamini
CUST01554,Gill Trading,SMB,Free State,Distributor,COD,L. van Wyk
CUST01555,Montoya Trading,SMB,Western Cape,Distributor,COD,N. Dlamini
CUST01556,"Cunningham, Lamb and Schultz",Enterprise,Western Cape,Distributor,Net 45,T. Mokoena
CUST01557,Garcia Trading,Mid-Market,Limpopo,Wholesale,COD,T. Mokoena
CUST01558,Allen Trading,SMB,Eastern Cape,Ecommerce,Net 60,S. Naidoo
CUST01559,Pacheco Trading,SMB,Gauteng,Ecommerce,Net 60,S. Naidoo
CUST01560,Young Trading,SMB,Eastern Cape,Distributor,Net 30,A. Petersen
CUST01561,Daniels Trading,Mid-Market,Gauteng,Distributor,Net 30,A. Petersen
CUST01562,Flores Trading,SMB,Limpopo,Distributor,COD,N. Dlamini
CUST01563,Smith Trading,SMB,Eastern Cape,Wholesale,Net 15,L. van Wyk
CUST01564,Freeman Trading,SMB,Limpopo,Retail,Net 30,L. van Wyk
CUST01565,Friedman Trading,SMB,Eastern Cape,Ecommerce,Net 15,S. Naidoo
CUST01566,Norris Trading,Mid-Market,KwaZulu-Natal,Wholesale,Net 60,L. van Wyk
CUST01567,Wells Trading,SMB,Gauteng,Retail,COD,A. Petersen
CUST01568,Douglas Trading,SMB,Eastern Cape,Distributor,COD,L. van Wyk
CUST01569,James Trading,Mid-Market,Free State,Ecommerce,Net 30,T. Mokoena
CUST01570,Holmes Trading,Mid-Market,Free State,Retail,COD,L. van Wyk
CUST01571,Murray Trading,SMB,Western Cape,Distributor,COD,N. Dlamini
CUST01572,Henderson Trading,SMB,Limpopo,Ecommerce,Net 30,A. Petersen
CUST01573,Costa Trading,Mid-Market,Limpopo,Distributor,Net 60,T. Mokoena
CUST01574,Gonzalez Trading,SMB,Western Cape,Wholesale,Net 15,N. Dlamini
CUST01575,Mahoney Trading,Mid-Market,Free State,Ecommerce,COD,L. van Wyk
CUST01576,Powell Trading,SMB,Gauteng,Distributor,COD,N. Dlamini
CUST01577,Flowers Trading,SMB,Eastern Cape,Distributor,Net 45,A. Petersen
CUST01578,Martinez Trading,Mid-Market,KwaZulu-Natal,Ecommerce,Net 45,T. Mokoena
